gene_symbol	log2FoldChange	padj	significant	in_general	in_gse86244_age_proxy
LINC01117	0.6509743691647645	6.304422608006468e-4	TRUE	FALSE	FALSE
LVRN	-0.7364216989495833	6.304422608006468e-4	TRUE	FALSE	FALSE
DPEP1	1.359703025665618	6.304422608006468e-4	TRUE	FALSE	FALSE
STRA6	1.635734880532598	7.346465293469194e-4	TRUE	FALSE	FALSE
TMEM196	2.9940190694360576	9.91597591882646e-4	TRUE	FALSE	FALSE
DUXAP10	0.8850916791503773	9.91597591882646e-4	TRUE	FALSE	FALSE
CDKN2A	0.7800732074658209	0.00104605436946179	TRUE	FALSE	FALSE
ENSG00000280241	0.7260711280314259	0.00105039232061288	TRUE	FALSE	FALSE
MUCL1	2.4060926730043395	0.00105039232061288	TRUE	FALSE	FALSE
GJB2	1.2445782006593344	0.00105039232061288	TRUE	FALSE	FALSE
TOMM40P2	1.1251508731509212	0.00105039232061288	TRUE	FALSE	FALSE
ENSG00000234389	0.9060021665158632	0.00105556403452897	TRUE	FALSE	FALSE
ENSG00000269933	-0.9142889945825377	0.00141478297491263	TRUE	FALSE	FALSE
SCG2	1.4442432075008662	0.00141478297491263	TRUE	FALSE	FALSE
SFRP2	1.509124405832689	0.00141478297491263	TRUE	FALSE	FALSE
DACT2	1.9603071808640609	0.00141478297491263	TRUE	FALSE	FALSE
CACNA1B	1.2791427358288274	0.00141478297491263	TRUE	FALSE	FALSE
RRM1	-0.204621142946684	0.00141478297491263	TRUE	FALSE	FALSE
TMPRSS2	2.1377596733586697	0.00141478297491263	TRUE	FALSE	FALSE
MEGF6	0.6141477993510154	0.00158527676805964	TRUE	FALSE	FALSE
LINC00475	0.998076473978081	0.00158527676805964	TRUE	FALSE	FALSE
TTC36	-1.0543274352198586	0.00158527676805964	TRUE	FALSE	FALSE
LINGO2	1.5371492644287772	0.00172112367346847	TRUE	FALSE	FALSE
KRT223P	1.8881986867617129	0.00172112367346847	TRUE	FALSE	FALSE
LINC01013	1.0214795037444295	0.00216924191852165	TRUE	FALSE	FALSE
MIR924HG	-0.8970474079555767	0.00242682852397697	TRUE	FALSE	FALSE
CEMIP	1.4236137832209137	0.00247560325331571	TRUE	FALSE	FALSE
SCN1B	0.36097025508055847	0.00247560325331571	TRUE	FALSE	FALSE
C9orf152	1.342500314259785	0.00289977663617464	TRUE	FALSE	FALSE
NFU1	-0.3100194039315488	0.00301075438845493	TRUE	FALSE	FALSE
ENSG00000287979	1.7440524424124482	0.00339619284732543	TRUE	FALSE	FALSE
POU2F3	1.054346544833053	0.00350153052670191	TRUE	FALSE	FALSE
GREB1L	-0.9795538123927136	0.00350153052670191	TRUE	FALSE	FALSE
NNAT	-1.012554327535281	0.00350153052670191	TRUE	FALSE	FALSE
KRT14	1.2255875453564564	0.00368942495268516	TRUE	FALSE	FALSE
PDK2	-0.40426511147848687	0.00368942495268516	TRUE	FALSE	FALSE
LINC01152	2.422956860899916	0.00380109723196249	TRUE	FALSE	FALSE
PPP1R13L	0.3872044099174767	0.00404628209198866	TRUE	FALSE	FALSE
SERPINB7	1.612654341467176	0.00448523817146399	TRUE	FALSE	FALSE
DRAM2	-0.2820548267932097	0.00467651769588611	TRUE	FALSE	FALSE
PALD1	0.4045658320442046	0.00480854111305916	TRUE	FALSE	FALSE
WNT10B	0.9102826764180184	0.00480854111305916	TRUE	FALSE	FALSE
FOLH1	1.0917532640634	0.00485787742990267	TRUE	FALSE	FALSE
LMO3	0.5618361589923905	0.00495877560709152	TRUE	FALSE	FALSE
GRIA1	0.9854147758458528	0.00499368815968041	TRUE	FALSE	FALSE
TACSTD2	0.8861588738403556	0.00523858626702984	TRUE	FALSE	FALSE
TRABD2A	-0.5848737775436995	0.00541142116883827	TRUE	FALSE	FALSE
DMP1	1.855605848482941	0.00541142116883827	TRUE	FALSE	FALSE
LINC02246	-0.6198267611298638	0.00541142116883827	TRUE	FALSE	FALSE
HBA2	1.103439789042938	0.00546587317877423	TRUE	FALSE	FALSE
PCSK9	1.3995467178259935	0.00548577390209329	TRUE	FALSE	FALSE
SNAPC4	0.2269834163677753	0.00548577390209329	TRUE	FALSE	FALSE
ADAMTSL2	0.7884306557953173	0.00635988960658455	TRUE	FALSE	FALSE
ZNF469	0.6400031354415633	0.00635988960658455	TRUE	FALSE	FALSE
GFAP	-0.7361217220485198	0.00644237036604232	TRUE	FALSE	FALSE
PPFIA4	1.076801041599366	0.00658840452073811	TRUE	FALSE	FALSE
CTHRC1	0.7926363032729442	0.00676303618602538	TRUE	FALSE	FALSE
DUXAP9	0.8382158999660986	0.00676303618602538	TRUE	FALSE	FALSE
TCF21	0.6549240381666659	0.00686181039952464	TRUE	FALSE	FALSE
MSTO2P	0.3486604239183669	0.00704089520669813	TRUE	FALSE	FALSE
ENSG00000277128	1.056615746657204	0.00732669703424387	TRUE	FALSE	FALSE
SCARF2	0.45523657216166424	0.00749485475360027	TRUE	FALSE	FALSE
TSPAN15	-0.4948827166712493	0.00831579562625441	TRUE	FALSE	FALSE
KRT81	1.2487788679226235	0.00833411205945726	TRUE	FALSE	FALSE
RANBP17	-0.44294208402735175	0.00923078931513506	TRUE	FALSE	FALSE
PTGER3	-0.6764855302143535	0.00936245807465018	TRUE	FALSE	FALSE
PROK2	1.1158092410726417	0.00936245807465018	TRUE	FALSE	FALSE
EYA4	0.702210054949355	0.00936245807465018	TRUE	FALSE	FALSE
ENSG00000261578	-0.8483947989092661	0.00936245807465018	TRUE	FALSE	FALSE
B4GALNT3	0.9083475868667484	0.00936245807465018	TRUE	FALSE	FALSE
KRT7-AS	1.2307017264983988	0.00936245807465018	TRUE	FALSE	FALSE
MAOB	-0.6187430158756252	0.00936245807465018	TRUE	FALSE	FALSE
PTGR1	-0.3192037713099381	0.00940806297499459	TRUE	FALSE	FALSE
GALNT10	0.29484473935002903	0.00949983281163039	TRUE	FALSE	FALSE
SORT1	-0.3651989776383193	0.00957107397106928	TRUE	FALSE	FALSE
RPL3P4	-0.6438304154364269	0.00957107397106928	TRUE	FALSE	FALSE
RAP1GAP	0.8091203884719029	0.0096741455670083	TRUE	FALSE	FALSE
TOMM40P1	0.9519075261499528	0.0096741455670083	TRUE	FALSE	FALSE
APBA2	0.5916147695183991	0.0096741455670083	TRUE	FALSE	FALSE
SORBS1	-0.500729570048241	0.00971523157854093	TRUE	FALSE	FALSE
STC2	0.9185356047061894	0.00991561946459498	TRUE	FALSE	FALSE
ANO10	-0.2053356266766201	0.01006195616416626	TRUE	FALSE	FALSE
ENSG00000204055	0.8009957921049999	0.01020880508272517	TRUE	FALSE	FALSE
ADGRG3	0.8070817119829486	0.01063682813168761	TRUE	FALSE	FALSE
ULK3	0.1747573244171165	0.01066178954597543	TRUE	FALSE	FALSE
CHMP1B2P	0.5917512400213868	0.01066805311669667	TRUE	FALSE	FALSE
CNGA3	1.34826937183363	0.01088767939427976	TRUE	FALSE	FALSE
CELSR3	0.42211512228676706	0.01088767939427976	TRUE	FALSE	FALSE
AKAP1	-0.25608662269775573	0.01149959695335731	TRUE	FALSE	FALSE
GRAMD2B	0.31362117827216923	0.01161318734545868	TRUE	FALSE	FALSE
ENSG00000279118	0.3381574375823553	0.01161318734545868	TRUE	FALSE	FALSE
AR	-0.449175103888829	0.01161318734545868	TRUE	FALSE	FALSE
S100A12	1.1270989633041126	0.01214028825826741	TRUE	FALSE	FALSE
KCNK2	0.9247252182237612	0.01214028825826741	TRUE	FALSE	FALSE
SGCB	-0.27169893293750397	0.01214028825826741	TRUE	FALSE	FALSE
MSH3	-0.25135362958144003	0.01214028825826741	TRUE	FALSE	FALSE
CCN2	0.6540618449160915	0.01214028825826741	TRUE	FALSE	FALSE
COL17A1	0.974133337243568	0.01214028825826741	TRUE	FALSE	FALSE
NKPD1	0.6665532485366731	0.01214028825826741	TRUE	FALSE	FALSE
L3MBTL2-AS1	0.3390810616325184	0.01214028825826741	TRUE	FALSE	FALSE
TNFRSF19	0.6775962733427433	0.01243982682928724	TRUE	FALSE	FALSE
IL18RAP	0.6021888129598216	0.01262038965485038	TRUE	FALSE	FALSE
CPZ	1.1472706929984884	0.01262038965485038	TRUE	FALSE	FALSE
PTCHD4	0.6473748976734374	0.01276551907810074	TRUE	FALSE	FALSE
PTENP1	-0.5506571665278472	0.01283266101444371	TRUE	FALSE	FALSE
KRT19	1.0927137179653028	0.01304794457222742	TRUE	FALSE	FALSE
COL11A1	1.236640904480705	0.0135256410356419	TRUE	FALSE	FALSE
XXYLT1-AS2	0.7372658289936477	0.01356443019829106	TRUE	FALSE	FALSE
HOXD9	0.5640604444855262	0.01359808610631652	TRUE	FALSE	FALSE
FAM47E	-0.48125019086650594	0.01362440169948998	TRUE	FALSE	FALSE
KRT222	0.812975557201554	0.01375709001439314	TRUE	FALSE	FALSE
ARG1	0.8808296673058295	0.01387444152662471	TRUE	FALSE	FALSE
MEST	-0.7702135801420064	0.01387444152662471	TRUE	FALSE	FALSE
NPIPA9	-0.7733985294028939	0.01387444152662471	TRUE	FALSE	FALSE
TNS4	1.4028952730021091	0.01434147258655805	TRUE	FALSE	FALSE
RASEF	0.9900644209429956	0.01482375896931728	TRUE	FALSE	FALSE
MGAT4C	1.3155745609475098	0.01482375896931728	TRUE	FALSE	FALSE
ARHGAP40	1.5064992259658685	0.01482375896931728	TRUE	FALSE	FALSE
CYCSP10	-0.6299759619341782	0.01486892109071059	TRUE	FALSE	FALSE
DPYSL4	0.8816009443073746	0.01486892109071059	TRUE	FALSE	FALSE
TMEM132C	-0.6134857926254812	0.01494951657584477	TRUE	FALSE	FALSE
RHOT1	-0.14846492082174861	0.01504137412949726	TRUE	FALSE	FALSE
IRS1	-0.32514417260013856	0.01511808972254137	TRUE	FALSE	FALSE
CEPT1	-0.19669863575555796	0.01516938256471214	TRUE	FALSE	FALSE
PAX8	-0.7579573138744714	0.01520644659588816	TRUE	FALSE	FALSE
CEACAM20	0.9994927448015892	0.01529788575076378	TRUE	FALSE	FALSE
FDFT1	-0.20062851480866084	0.01553229953766302	TRUE	FALSE	FALSE
KIFBP	-0.21607581557223127	0.01553229953766302	TRUE	FALSE	FALSE
EIF2S3	-0.13664250663257924	0.01553229953766302	TRUE	FALSE	FALSE
OTX1	1.2236022490527718	0.01591836620617979	TRUE	FALSE	FALSE
LRRC3	-0.3575044230638631	0.01637075206964585	TRUE	FALSE	FALSE
DNAH9	-0.7093489292660302	0.01656412985440606	TRUE	FALSE	FALSE
SUCLG2	-0.16523160558666872	0.01687413407082242	TRUE	FALSE	FALSE
GRIK3	0.942123472271992	0.01711357597722087	TRUE	FALSE	FALSE
FGF14	0.668579142491653	0.01711357597722087	TRUE	FALSE	FALSE
NMRK2	-0.9300599118487038	0.01711357597722087	TRUE	FALSE	FALSE
LINC00922	1.0629362093816537	0.01747933934271708	TRUE	FALSE	FALSE
MMP23B	0.9427596496768568	0.01782937449912552	TRUE	FALSE	FALSE
ANKRD22	1.1257500620701597	0.01828340659411251	TRUE	FALSE	FALSE
ENSG00000286067	0.2969728647652266	0.01833982699373404	TRUE	FALSE	FALSE
ENSG00000236525	0.781275557520555	0.01865435339444085	TRUE	FALSE	FALSE
PLA2G12A	-0.17146208281487912	0.01865435339444085	TRUE	FALSE	FALSE
MAPK8IP3	0.21120087288442935	0.01865435339444085	TRUE	FALSE	FALSE
ENSG00000262202	1.2723596638527956	0.01865435339444085	TRUE	FALSE	FALSE
ENSG00000279806	1.6654017792880769	0.01865435339444085	TRUE	FALSE	FALSE
DUXAP8	0.7042392990177996	0.01865435339444085	TRUE	FALSE	FALSE
ENSG00000286527	-0.930623377535422	0.01867546930319806	TRUE	FALSE	FALSE
ZNF365	0.9567418062382612	0.01882848069798856	TRUE	FALSE	FALSE
RAB25	0.9668498600764328	0.01926099188331002	TRUE	FALSE	FALSE
ENSG00000231412	1.412202312964136	0.01926099188331002	TRUE	FALSE	FALSE
ENSG00000283031	-0.6243187976550556	0.01935770623393335	TRUE	FALSE	FALSE
GABRP	1.0007309051778082	0.01936601309757664	TRUE	FALSE	FALSE
MGAM	0.7618306201956381	0.01936601309757664	TRUE	FALSE	FALSE
TRHDE	-0.5162028267093408	0.01936601309757664	TRUE	FALSE	FALSE
ORMDL3	-0.5532258282206319	0.01936601309757664	TRUE	FALSE	FALSE
EDA2R	0.6132568401747577	0.01953470719202929	TRUE	FALSE	FALSE
ACAN	1.2426214696860425	0.0197697097507762	TRUE	FALSE	FALSE
NIPSNAP3B	-0.4405371119946436	0.02012786966220004	TRUE	FALSE	FALSE
MTHFD1	-0.4479424440093046	0.02012786966220004	TRUE	FALSE	FALSE
CPNE7	0.8302995038592621	0.02012786966220004	TRUE	FALSE	FALSE
KRT17	1.2069678674957964	0.02012786966220004	TRUE	FALSE	FALSE
PODNL1	0.7066811085867885	0.02018127695144433	TRUE	FALSE	FALSE
PLEKHS1	1.0148897798720544	0.02027428795778854	TRUE	FALSE	FALSE
ASB5	-1.2760162413618843	0.0203470217882068	TRUE	FALSE	FALSE
GLIS1	-0.5387747769237698	0.0211807350353747	TRUE	FALSE	FALSE
PAIP2B	-0.3266486553998065	0.0211807350353747	TRUE	FALSE	FALSE
RNF175	0.4625254505374709	0.0211807350353747	TRUE	FALSE	FALSE
F2RL2	1.077474061359597	0.02152328991221201	TRUE	FALSE	FALSE
ENSG00000236961	-1.1097968891570975	0.02152328991221201	TRUE	FALSE	FALSE
STEAP1B	0.5233052671961572	0.02152328991221201	TRUE	FALSE	FALSE
NUGGC	0.611677634661959	0.02152328991221201	TRUE	FALSE	FALSE
SRMS	0.7452682716215276	0.02152328991221201	TRUE	FALSE	FALSE
AQP7P4	-1.1263133628843085	0.02168562049533933	TRUE	FALSE	FALSE
PXN	0.2261928854163094	0.02168562049533933	TRUE	FALSE	FALSE
POU5F1	0.5618863435586552	0.02171107679079162	TRUE	FALSE	FALSE
PTPN3	-0.4068585947091985	0.02171107679079162	TRUE	FALSE	FALSE
UNC5B	0.5472640736652763	0.02171107679079162	TRUE	FALSE	FALSE
GCHFR	-0.4869932721069643	0.02171107679079162	TRUE	FALSE	FALSE
SNX1	-0.11269571297803474	0.02176577909947592	TRUE	FALSE	FALSE
MYO3B	0.9357329554688388	0.02239402576990434	TRUE	FALSE	FALSE
ENSG00000272622	-0.526363181526672	0.02239402576990434	TRUE	FALSE	FALSE
SAP30L-AS1	0.3041908991931349	0.02239402576990434	TRUE	FALSE	FALSE
ENSG00000261068	0.731626545948459	0.02248188170819604	TRUE	FALSE	FALSE
CLDN4	0.8159488107208649	0.02248188170819604	TRUE	FALSE	FALSE
HMGB3P7	1.1399787879226648	0.02248188170819604	TRUE	FALSE	FALSE
CKB	-0.476235548030843	0.02284223121543074	TRUE	FALSE	FALSE
LYPD6B	1.1477150726655756	0.0233926299767025	TRUE	FALSE	FALSE
OXCT1	-0.4044671427514008	0.0233926299767025	TRUE	FALSE	FALSE
ENSG00000232618	0.6780082395699761	0.0233926299767025	TRUE	FALSE	FALSE
ASH2L	-0.21421965057183504	0.0233926299767025	TRUE	FALSE	FALSE
EPB41L4B	-0.6429043808779009	0.0233926299767025	TRUE	FALSE	FALSE
PEX5	-0.3199577396095531	0.0233926299767025	TRUE	FALSE	FALSE
CD177	1.0007231483764951	0.0233926299767025	TRUE	FALSE	FALSE
LIPH	0.950867996508778	0.02340676312608832	TRUE	FALSE	FALSE
ZMAT3	0.2573076225136653	0.02345454820429566	TRUE	FALSE	FALSE
ENSG00000236498	0.481182990689569	0.02351758470681858	TRUE	FALSE	FALSE
PRR4	0.505119610879704	0.02351758470681858	TRUE	FALSE	FALSE
SEL1L2	-1.11941584072417	0.02354160350500537	TRUE	FALSE	FALSE
SORCS2	0.7689271948215763	0.02355547793855871	TRUE	FALSE	FALSE
TREX2	0.4747092592894275	0.02356566519484543	TRUE	FALSE	FALSE
EPS8L2	0.5851101830278413	0.02360576153797592	TRUE	FALSE	FALSE
ENSG00000273192	0.4529126868013196	0.0240955741412118	TRUE	FALSE	FALSE
TTC3	-0.24284015376271453	0.02468909189304317	TRUE	FALSE	FALSE
ITGB1	-0.2712593617166471	0.02506895631196159	TRUE	FALSE	FALSE
GDNF	0.9254958299740784	0.02510647400023399	TRUE	FALSE	FALSE
ENSG00000285581	0.9142674179906308	0.0257556202135045	TRUE	FALSE	FALSE
ENSG00000279569	0.430056465795664	0.0257556202135045	TRUE	FALSE	FALSE
LINC01048	1.3960803659232588	0.02578269631704955	TRUE	FALSE	FALSE
PCK2	-0.44889908876531287	0.02582117373552741	TRUE	FALSE	FALSE
ENSG00000270823	-0.9283817623876808	0.02589367728736997	TRUE	FALSE	FALSE
GRK7	0.7324301145384187	0.0260509840974693	TRUE	FALSE	FALSE
ENSG00000260166	1.2364656010176862	0.0260509840974693	TRUE	FALSE	FALSE
LMX1B	0.5027605975599128	0.02617443057456043	TRUE	FALSE	FALSE
GLDN	-0.7264392035723833	0.02620659941448237	TRUE	FALSE	FALSE
DDR1	-0.6211527392250987	0.02646760015537055	TRUE	FALSE	FALSE
ACVR1C	-0.6711944676246498	0.02655424652304469	TRUE	FALSE	FALSE
RNU4ATAC	0.8793061094272894	0.02739591067108965	TRUE	FALSE	FALSE
EMC3	-0.2556768093692444	0.02739591067108965	TRUE	FALSE	FALSE
TMEM184A	0.4904698563696497	0.02739591067108965	TRUE	FALSE	FALSE
ENSG00000228510	0.7876853558177571	0.02739591067108965	TRUE	FALSE	FALSE
ENSG00000285774	0.678617309372261	0.02739591067108965	TRUE	FALSE	FALSE
HAPLN3	0.4199921662175328	0.02739591067108965	TRUE	FALSE	FALSE
SEMA6B	0.40362420454267334	0.02739591067108965	TRUE	FALSE	TRUE
SNORC	0.7694507743785026	0.02740000447659084	TRUE	FALSE	FALSE
ESYT1	-0.47089356974966207	0.02740000447659084	TRUE	FALSE	FALSE
HAUS7	0.3338079690034908	0.02740000447659084	TRUE	FALSE	FALSE
SPATC1	0.5156058675199036	0.02782957386285116	TRUE	FALSE	FALSE
SCRN2	-0.34279266232195693	0.02782957386285116	TRUE	FALSE	FALSE
ENSG00000279036	0.810674654595111	0.02782957386285116	TRUE	FALSE	FALSE
SRRM3	0.3685313949245612	0.02819607222836489	TRUE	FALSE	FALSE
UGDH	0.5156099810260266	0.02821078334515808	TRUE	FALSE	FALSE
CCN4	0.9028237466363636	0.02821078334515808	TRUE	FALSE	FALSE
RPSAP52	0.9236635583767708	0.02821078334515808	TRUE	FALSE	FALSE
ENSG00000251161	0.4165506026034728	0.02821078334515808	TRUE	FALSE	FALSE
SLC39A11	-0.3836917780281787	0.02821078334515808	TRUE	FALSE	FALSE
ZNF750	0.8022502416474144	0.02821078334515808	TRUE	FALSE	FALSE
ANKLE1	0.33909012198330934	0.02821078334515808	TRUE	FALSE	FALSE
INHBA	0.8956185289349717	0.02826082931059468	TRUE	TRUE	FALSE
HADH	-0.4614994794130611	0.02826847209076309	TRUE	FALSE	FALSE
ERICH3	1.0230051425083275	0.02879096622395388	TRUE	FALSE	FALSE
XDH	1.22421374885124	0.02879096622395388	TRUE	FALSE	FALSE
PI15	-1.2607582815988234	0.02879096622395388	TRUE	FALSE	FALSE
GLUD2	-0.3583247824744086	0.02882452730181029	TRUE	FALSE	FALSE
FXR1	-0.1339461175287169	0.02887664523610498	TRUE	FALSE	FALSE
MEGF10	0.7210508789936197	0.02887664523610498	TRUE	FALSE	FALSE
ENSG00000205037	1.0008981767159555	0.02887664523610498	TRUE	FALSE	FALSE
ENSG00000272551	0.6483959645109674	0.02905320969948828	TRUE	FALSE	FALSE
AKNAD1	0.6073969301661818	0.02959906197091103	TRUE	FALSE	FALSE
PDPN	0.8200261898815444	0.02967623959624751	TRUE	FALSE	FALSE
ABHD15	-0.5070280212561475	0.02967623959624751	TRUE	FALSE	FALSE
SETBP1-DT	0.3673970959050471	0.02967623959624751	TRUE	FALSE	FALSE
FPR2	0.7748323705160919	0.02967623959624751	TRUE	FALSE	FALSE
ENSG00000228818	-0.6414088591790699	0.0298708852301655	TRUE	FALSE	FALSE
GHR	-0.5188359986016414	0.0298708852301655	TRUE	FALSE	FALSE
MMP3	1.4162890435993374	0.0298708852301655	TRUE	FALSE	FALSE
DPYS	1.1266146219122013	0.02994286790441253	TRUE	FALSE	FALSE
GTDC1	-0.1626466397909398	0.03011530003727259	TRUE	FALSE	FALSE
KRT24	0.8716458015934279	0.03011530003727259	TRUE	FALSE	FALSE
LGR4	-0.3798125077236463	0.03051104466366957	TRUE	FALSE	FALSE
GPR12	1.1875793008435536	0.03051104466366957	TRUE	FALSE	FALSE
ATP1A2	-0.6195087233290777	0.03057159049431059	TRUE	FALSE	FALSE
CAT	-0.37988647825379734	0.03057159049431059	TRUE	FALSE	FALSE
IGHV3-30	-1.3670903054237875	0.03057159049431059	TRUE	FALSE	FALSE
HBB	0.9176354875166416	0.03079081643205709	TRUE	FALSE	FALSE
RFLNA	0.9494856119979094	0.03079081643205709	TRUE	FALSE	FALSE
SEC14L2	0.4695012639476629	0.03079081643205709	TRUE	FALSE	FALSE
PWWP3B	-0.7427562243007291	0.03079184173936614	TRUE	FALSE	FALSE
TNFRSF10D	0.3223000742426987	0.03083459254523698	TRUE	FALSE	FALSE
ENSG00000262528	0.27358737144124273	0.03083459254523698	TRUE	FALSE	FALSE
NBAS	-0.14769746351686436	0.0311258823953394	TRUE	FALSE	FALSE
PEX19	-0.31969522291819463	0.03115673591394572	TRUE	FALSE	FALSE
C6orf132	0.5701460767169301	0.03115673591394572	TRUE	FALSE	FALSE
SLC25A23	-0.31567128846455766	0.03115673591394572	TRUE	FALSE	FALSE
CLDN14	0.9629606110528482	0.03119552367868702	TRUE	FALSE	FALSE
MAPT	-0.5576172618139943	0.03122067377886181	TRUE	FALSE	FALSE
YWHAH-AS1	0.47375886766589664	0.03149657063600213	TRUE	FALSE	FALSE
VAT1L	0.8483120683131278	0.03154172813923282	TRUE	FALSE	FALSE
MRPL45	-0.1489810313871779	0.03155901673742679	TRUE	FALSE	FALSE
COPG2IT1	-0.6577956299237256	0.03198753919717678	TRUE	FALSE	FALSE
CLMP	-0.42199542295874987	0.03200944079803727	TRUE	FALSE	FALSE
RNASE4	-0.29940926485399083	0.03200944079803727	TRUE	FALSE	FALSE
PDCD1	0.6151279692106526	0.03217466912607063	TRUE	FALSE	FALSE
RAB17	0.6749464241191053	0.03239593328375492	TRUE	FALSE	FALSE
FAM180A	0.644455932650825	0.03239593328375492	TRUE	FALSE	FALSE
TYK2	0.1503160640781983	0.03239593328375492	TRUE	FALSE	FALSE
ENSG00000280032	0.8531318276229469	0.03298199518335511	TRUE	FALSE	FALSE
LINC02766	-0.6298080937360256	0.03335173076768519	TRUE	FALSE	FALSE
PPP1R14C	0.8894772016014637	0.03335173076768519	TRUE	FALSE	FALSE
SLC25A37	0.27881513008405984	0.03335173076768519	TRUE	FALSE	FALSE
ENSG00000288943	1.0669812043828066	0.03335173076768519	TRUE	FALSE	FALSE
ELF3	0.8310263039570087	0.03349213855722459	TRUE	FALSE	FALSE
RXFP1	1.0298136827753832	0.03349213855722459	TRUE	FALSE	FALSE
MSLN	1.069812441487464	0.03354356759523452	TRUE	FALSE	FALSE
KIF21B	0.3609508156008282	0.03383468164987804	TRUE	FALSE	FALSE
ADIPOQ	-0.7237051041388467	0.03383468164987804	TRUE	FALSE	FALSE
THYN1	-0.19820038807602056	0.03383468164987804	TRUE	FALSE	FALSE
ENSG00000266709	0.6781947164349132	0.03383468164987804	TRUE	FALSE	FALSE
GCDH	-0.3505544975108299	0.03383468164987804	TRUE	FALSE	FALSE
ENSG00000289511	0.5032868868433531	0.03405621172668208	TRUE	FALSE	FALSE
ISM1	0.5213308459976942	0.03423652687269975	TRUE	FALSE	FALSE
HNF4G	0.8754668579069468	0.03438527361478584	TRUE	FALSE	FALSE
GNAI1	-0.3753857766351339	0.03487099474580112	TRUE	FALSE	FALSE
ENSG00000183889	0.6456379930196804	0.03488716416626254	TRUE	FALSE	FALSE
SMIM7	-0.1796531198942591	0.03501862032839349	TRUE	FALSE	FALSE
IARS2	-0.16269393663693182	0.03506478329602864	TRUE	FALSE	FALSE
YPEL5	-0.2774534463939388	0.03506478329602864	TRUE	FALSE	FALSE
MRPL35	-0.18751527428656128	0.03506478329602864	TRUE	FALSE	FALSE
MYOSLID	0.4088956152256346	0.03506478329602864	TRUE	FALSE	FALSE
TOMM70	-0.17039001928524475	0.03506478329602864	TRUE	FALSE	FALSE
ADH5	-0.22511437764327225	0.03506478329602864	TRUE	FALSE	FALSE
GLRB	-0.4759715054649682	0.03506478329602864	TRUE	FALSE	FALSE
ZFAND1	-0.14365021170544645	0.03506478329602864	TRUE	FALSE	FALSE
GPSM1	0.3217401331391673	0.03506478329602864	TRUE	FALSE	FALSE
RNLS	-0.2414325115111225	0.03506478329602864	TRUE	FALSE	FALSE
LAG3	0.4839157382363788	0.03506478329602864	TRUE	FALSE	FALSE
CIB2	-0.3295467370926593	0.03506478329602864	TRUE	FALSE	FALSE
FXYD3	0.7784243995690663	0.03506478329602864	TRUE	FALSE	FALSE
GFPT1	-0.32218374162798014	0.03511769816403235	TRUE	FALSE	FALSE
VWC2	0.8591950211295746	0.03511769816403235	TRUE	FALSE	FALSE
HDAC7	0.16978637737000488	0.03529552090913156	TRUE	FALSE	FALSE
PON1	0.8652411255260992	0.03545012377391689	TRUE	FALSE	FALSE
TMEM245	-0.22938494169005716	0.03545012377391689	TRUE	FALSE	FALSE
ENSG00000288924	0.2596356828982704	0.03545012377391689	TRUE	FALSE	FALSE
ENSG00000254340	0.5919810554476213	0.03576244733617506	TRUE	FALSE	FALSE
PRG2	0.6488287043511864	0.03611753916173478	TRUE	FALSE	FALSE
ANKRD53	-0.5955878553809817	0.03646889554319891	TRUE	FALSE	FALSE
GAL3ST2	1.1228850711213438	0.03646889554319891	TRUE	FALSE	FALSE
RTN3P1	-0.662973767332185	0.03646889554319891	TRUE	FALSE	FALSE
SLC44A3-AS1	0.42537729649766065	0.03648102253230928	TRUE	FALSE	FALSE
KRT8	0.5483155646870299	0.03654074610936696	TRUE	FALSE	FALSE
ZNF335	0.11769194273293886	0.03654074610936696	TRUE	FALSE	FALSE
TNFRSF10C	0.4242960682923734	0.03700919984689749	TRUE	FALSE	FALSE
GCH1	0.3887076160997586	0.03700919984689749	TRUE	FALSE	FALSE
APMAP	-0.3869295852876828	0.03700919984689749	TRUE	FALSE	FALSE
PYHIN1	0.5318509805816491	0.03724742652709178	TRUE	FALSE	FALSE
FNDC1	1.0747232822579995	0.03781379696608474	TRUE	FALSE	FALSE
